Zip Code,Location,Population,People / Sq. Mile
61466,"41.108655, -90.479349",357,15.87
62883,"38.168038, -89.104683",607,15.86
62867,"37.912266, -88.098946",621,15.86
62015,"39.224363, -89.542538",569,15.83
61344,"41.410961, -89.838684",428,15.72
62667,"39.487765, -89.992297",598,15.68
62432,"39.134937, -88.135053",575,15.65
62887,"38.186329, -88.369035",342,15.56
62818,"38.380902, -87.965560",345,15.54
62860,"38.041367, -88.731934",604,15.54
61349,"41.544823, -89.442299","1,051",15.51
62438,"39.319630, -88.876210",404,15.48
61812,"40.252911, -87.888372",420,15.44
61831,"40.226002, -87.797231",180,15.40
62673,"40.085541, -89.978731",620,15.38
62546,"39.429184, -89.431501","1,755",15.36
60460,"40.998479, -88.536714","1,517",15.34
62421,"38.755061, -87.942272",861,15.32
62357,"39.684762, -90.850694",272,15.32
62053,"39.319254, -90.665420",780,15.28
62611,"39.884116, -90.398177","1,175",15.28
62374,"40.409994, -90.910969",303,15.20
60553,"41.827060, -89.033728",700,15.11
62555,"39.468757, -89.213073",613,15.06
62480,"39.004770, -87.995654",880,14.98
62885,"38.859059, -89.054212",837,14.96
62268,"38.272137, -89.518051",781,14.95
62515,"39.860416, -89.378281","1,010",14.94
61477,"40.495994, -90.310552",775,14.76
62479,"39.030150, -88.307280",790,14.76
62349,"40.170391, -91.190106",670,14.73
61851,"39.964227, -88.428961",497,14.72
61543,"40.398659, -89.997073",55,14.69
61421,"41.169260, -89.647504","1,470",14.63
61449,"41.095405, -89.970711",518,14.60
62475,"38.885103, -88.055013",416,14.55
61423,"40.882618, -90.498609",779,14.54
60931,"40.889327, -87.588141",689,14.40
62985,"37.467521, -88.685895",953,14.38
62862,"38.211842, -88.287194",432,14.31
62850,"38.502052, -88.601216",579,14.28
62624,"40.159290, -90.346784",624,14.27
62649,"39.350862, -90.081448",554,14.12
62553,"39.267247, -89.103757",501,14.10
60973,"40.540528, -87.664232",442,14.10
61441,"40.336977, -90.304021","1,007",14.10
60960,"40.436266, -87.905327","1,108",14.05
61260,"41.237926, -90.887370",812,13.99
62295,"38.286966, -90.315442",923,13.96
60962,"40.626121, -88.187136",589,13.96
60919,"40.987875, -88.237518",525,13.94
62083,"39.356961, -89.196229",317,13.91
61862,"40.296786, -87.954967",511,13.90
61852,"39.900984, -88.076783",282,13.77
60917,"41.047059, -88.197386",561,13.76
62091,"39.056246, -89.610567",352,13.68
61730,"40.530783, -88.736478",381,13.65
62081,"39.264927, -90.225000",366,13.61
61482,"40.384239, -90.408345",601,13.53
61773,"40.566429, -88.373678",548,13.31
62538,"39.360164, -89.522671",418,13.28
61855,"39.931865, -88.676957",74,13.26
60129,"42.029022, -88.960181",291,13.24
62630,"39.271130, -90.086348",610,13.22
61722,"40.433412, -88.622749",631,13.12
62851,"38.427986, -88.664666",394,13.01
62627,"40.048918, -90.137038","1,157",13.01
60111,"42.009860, -88.835543",305,12.93
61735,"40.197571, -88.805417",408,12.93
62871,"37.875359, -88.272861",734,12.85
62512,"40.139551, -89.207663",552,12.83
61479,"40.999055, -89.654666",169,12.79
61731,"40.605396, -88.492337",254,12.74
62413,"39.138799, -87.837748",441,12.61
61485,"41.022341, -90.089100",643,12.45
62065,"39.245929, -90.636916",114,12.42
61459,"40.495509, -90.412882",424,12.35
61720,"40.546217, -88.505571",366,12.24
61311,"41.038105, -88.861758",353,12.21
61474,"40.735939, -90.362707",355,12.07
62954,"37.692088, -88.279548",615,11.98
62367,"40.310854, -90.878675","1,337",11.95
62998,"37.512070, -89.458153",491,11.85
61431,"40.608009, -90.276497",328,11.82
62655,"40.157417, -90.009213",622,11.76
62975,"37.633773, -89.387589",240,11.70
61830,"40.033078, -88.716508",563,11.64
61321,"40.964825, -88.980863",342,11.58
62671,"40.187536, -89.559937",761,11.55
62011,"39.121894, -89.214130",391,11.53
61453,"41.014364, -90.759199",720,11.52
61476,"41.089796, -90.829029",426,11.39
62370,"39.516077, -90.982241",641,11.38
61458,"40.782252, -90.183139",958,11.36
61417,"40.773739, -90.537740",324,11.20
62617,"40.156822, -90.169890",792,11.15
61411,"40.400982, -90.502128",419,11.00
62027,"39.230794, -90.545308",591,10.99
62355,"39.412245, -90.778624",895,10.92
60946,"40.910767, -88.198120",447,10.88
62987,"37.603621, -88.655251",997,10.84
60968,"40.675461, -88.119734",452,10.75
62380,"40.238230, -91.190901",438,10.58
61460,"40.725595, -90.827074",379,10.56
62878,"38.577625, -88.522753",463,10.50
62356,"39.589680, -91.076672",725,10.45
61940,"39.803257, -87.814196",301,10.38
62481,"39.122321, -88.019501",439,10.34
62343,"39.703093, -91.230971",790,10.34
60437,"41.171073, -88.555866",233,10.27
61452,"40.236191, -90.661592",339,10.15
62633,"40.220766, -89.877958",722,10.14
62361,"39.490201, -90.643933",555,9.91
60934,"40.958061, -88.353047",310,9.82
61243,"41.615133, -89.676756",244,9.72
62639,"40.037670, -90.486012",341,9.57
61917,"39.716742, -87.896601",646,9.38
62375,"39.996550, -90.876853",381,9.36
62313,"40.350179, -91.170616",395,9.28
62601,"39.754597, -90.026846",512,9.24
61378,"41.722671, -89.155402",545,9.19
61478,"40.753717, -90.757572",337,9.12
62050,"39.440017, -90.544720",509,9.02
62314,"39.792877, -90.863174",698,8.97
61435,"40.978711, -90.540285",85,8.90
61775,"40.653696, -88.375962",310,8.73
62947,"37.528448, -88.454604",597,8.66
61042,"41.687626, -89.562791",578,8.28
62817,"37.954714, -88.471238",610,8.26
62446,"38.487792, -88.217124",450,8.20
62908,"37.315589, -88.880147",512,8.07
62280,"37.846636, -89.647988",443,7.98
62950,"37.746447, -89.560711",232,7.96
62373,"40.242748, -91.364953",415,7.91
61475,"40.597886, -90.751665",240,7.73
62833,"38.361723, -88.164177",376,7.57
61758,"40.532092, -88.845076",87,7.56
62346,"40.150624, -90.951257",254,7.37
62319,"40.153308, -90.735883",266,7.09
62261,"38.017763, -90.022860",221,7.02
62820,"38.237433, -88.217979",207,7.01
61313,"41.070986, -88.673803",316,7.01
62323,"39.809326, -90.668663",294,6.83
62070,"39.356608, -90.794051",63,5.88
62344,"40.182471, -90.820849",185,4.99
61112,"42.247501, -88.976554",3,4.46
62962,"37.055863, -89.329533",93,2.45
